System number,Orbit number for that system,Period (d),error on P (d),Periastron time (JD-2400000),error on Periastron time,Flag on periastron time,eccentricity,error on eccentricity,argument of periastron (deg),error on omega,K1 (km/s),error on K1 (km/s),K2 (km/s),error on K2 (km/s),systemic velocity (km/s),error on V0 (km/s),rms RV1 (km/s),rms RV2 (km/s),RV1,RV2,Grade,Bibcode,Contributor,Accessibility,Reference adopted for the times (JD or MJD),Sp1,Sp2,radec,Simbad plx,GAIA plx,V,R,J,H,K,name
333,1,119.088,,19810.3,,10,0.29,,359.7,,13.5,,,,3.3,,,,,,1.0,1975A&ASnan22nan19D,DAO,PUB,JD,B1V,B5V-B9V,053331447-01092186,3.0,,4.4099998474121085,4.420000076293945,4.807000160217285,4.8530001640319815,4.857999801635742,HD 36695
334,1,3068.03,,18051.8,,0,0.22,,105.0,,13.3,,,,33.2,,,,,,1.0,1926ApJnan.63nan60S,DAO,PUB,JD,B0IV,,053449237+09292249,3.8310000000000004,,6.247000217437744,,3.4370000362396236,2.7309999465942383,2.434000015258789,HD 36822
335,1,381.72,,44576.7,,0,0.51,,127.6,,12.7,,,,-12.5,,,,,,4.0,1984JRASC..78..151G,DAO,PUB,JD,K5,,053555499+27394445,1.7354,,5.638,,5.167999999999999,5.1339999999999995,4.959,HD 36859
336,1,1857.0,,43032.0,,0,0.27,,259.0,,16.1,,,,32.0,,,,,,3.0,1982MNRAS.199..303D,DAO,PUB,JD,B9IIIpHgMn:,:,053513240+10142433,2.9701,,6.9749999046325675,,7.116000175476074,7.1500000953674325,7.13700008392334,HD 36881
337,1,4.6239,,26991.561,,0,0.12,,272.6,,48.1,,,,0.9,,,,,,3.0,1936LicOB..17..185N,DAO,PUB,JD,B3V,,053512787-00440727,2.4558,,7.46,,7.6,7.686,7.63,HD 36954
338,1,30.278000000000002,,28440.192000000003,,0,0.22,,299.5,,21.6,,,,18.8,,,,,,2.0,1937PASPnan49..125N,DAO,PUB,JD,B5V,,053511011-05553687,0.4468,,6.559999942779541,6.610000133514403,6.796999931335449,6.879000186920166,6.9130001068115225,HD 37000
339,1,18.65,,35000.0,,9,0.3,,110.0,,30.0,,,,32.0,,,,,,2.0,1963ApJnan137..791B,DAO,PUB,JD,B1.5V,,053521867-04293902,2.3731,,6.73,6.42,6.09,5.8020000000000005,5.667999999999999,HD 37017
340,1,65.4323,,43144.6,,0,0.6,,180.0,,33.3,,,,13.3,,,,,,1.0,1976IBVS.1211nan.1L,DAO,PUB,JD,O7,A,053515822-05231433,2.3731,,6.73,6.42,6.09,5.8020000000000005,5.667999999999999,HD 37020
341,1,6.4705,,40265.343,,1,0.0,,0.0,,52.8,,171.0,,20.7,,,,,,3.0,1976ApJnan205..462P,DAO,PUB,JD,B3V,A,053515822-05231433,,,,,,,,HD 37021
342,1,20.9672,,30641.416,,0,0.19,,179.8,,90.5,,,,32.1,,,,,,3.0,1974JRASC..68..205A,DAO,PUB,JD,O9.5V,,053522901-05245781,1.4,,2.7699999809265137,,3.2699999809265137,3.359999895095825,3.4600000381469727,HD 37041
343,1,29.1338,,45236.49,,0,0.76,,123.7,,102.5,,,,28.7,,,,,,3.0,1987Obsnan107nan.5S,DAO,PUB,JD,O9III,B1III,053525983-05543565,7.33,,3.0299999713897705,3.059999942779541,3.2100000381469727,3.0699999332427983,2.970000028610229,HD 37043
344,1,132.91,,15771.78,,0,0.16,,318.5,,8.9,,,,21.8,,,,,,1.0,1952PDAOnan.9..219U,DAO,PUB,JD,B2IVp,,053738686+21083318,14.08,,5.3410000801086435,,3.594000101089477,3.0439999103546143,2.9300000667572017,HD 37202
345,1,180.8757,,23108.417999999998,0.65,0,0.509,0.01,332.93,1.61,22.36,0.35,,,9.83,0.2,,,,,4.0,1924AnCap..10nan.7L,DAO,PUB,JD,Kp,,053259569-64133906,2.7188,,11.149999618530273,,11.795000076293945,11.96500015258789,12.045999526977539,HD 37297
346,1,0.2615,,43196.349,,1,0.0,,0.0,,32.5,,,,2.6,,,,,,2.0,1981MNRAS.194..429K,DAO,PUB,JD,O,,053140349-69530218,0.4424,0.534972291366,9.390000343322754,8.770000457763674,8.368000030517576,8.272000312805176,8.156999588012695,HD 269696
347,1,111.0,,43180.0,,0,0.3,,34.0,,15.0,,,,-30.0,,,,,,1.0,1984PASPnan96..312H,DAO,PUB,JD,B0Ve,,053854572+26185682,0.0011,,14.0,,14.586000442504885,14.779999732971193,14.75,HD 245770
348,1,1.4083,,43476.752,,0,0.0,,0.0,,60.0,,,,284.0,,,,,,1.0,1978ApJnan225..548H,DAO,PUB,JD,O7,,05324954-6622133,5.073,,5.166,,5.415,5.504,5.5120000000000005,GAIADR2 4660300345280168192
349,1,27.864,,20471.607,,0,0.55,,335.0,,25.5,,,,14.8,,,,,,2.0,1916PDOnan..3..409C,DAO,PUB,JD,B2V,,053944199+25534953,23.1346,,4.800000190734863,4.650000095367432,4.53000020980835,4.545000076293945,4.420000076293945,HD 37438
350,1,445.74,,20498.19,,0,0.55,,200.7,,28.6,,,,-1.5,,6.56,,12.0,,2.0,1965ApJSnan11..429A,DAO,PUB,JD,A4IV,,053853083-07124618,9.6437,9.71833930831,8.239999771118164,,7.195000171661378,6.97599983215332,6.914999961853027,HD 37507
351,1,4.1811,,41984.6439,,12,0.0,,0.0,,87.4,,90.3,,48.4,,,,,,5.0,1989A&Anan211..346A,DAO,PUB,JD,F8V,F8V,053003185-76145534,0.4592,0.747174471365,8.060000419616701,,7.323999881744385,7.322999954223633,7.254000186920166,HD 37513
352,1,2.49,,44924.098,,0,0.0,,180.0,,69.7,,,,-23.2,,,10.0,,,2.0,1986ApJSnan61..419G,DAO,PUB,JD,O9.5III(n),,054231161+36120051,0.6703,,13.800000190734865,,15.152000427246096,15.098999977111815,,HD 37737
353,1,16.6515,,45722.386,,0,0.82,,222.0,,44.0,,,,308.0,,,,,,2.0,1985PASPnan97..418H,DAO,PUB,JD,B,,05354101-6651535,3.63,,4.949999809265137,,5.375999927520752,5.501999855041504,5.540999889373778,Misc 1A 0535-668
354,1,27.1546,,29991.097999999998,,0,0.73,,84.6,,88.5,,137.9,,36.2,,,,,,3.0,1953AJnan..58nan46P,DAO,PUB,JD,B3III,,054050715-01074363,4.6635,4.69738374522,6.310999870300293,,3.9270000457763667,2.996999979019165,2.858999967575073,HD 37756
355,1,143.03,,42016.0,,0,0.06,,290.0,,9.0,,,,32.1,,,,,,4.0,1978Obsnan.98..122B,DAO,PUB,MJD,K4III,,054309319-01364769,,,17.200000762939453,,,,,HD 38099
356,1,1.7049,,45278.45,,10,0.0,,0.0,,235.0,,,,310.0,,,,,,2.0,1983ApJnan272..118C,DAO,PUB,JD,B3V,,053856630-64050329,0.24,0.24247411669900001,11.390000343322756,11.550000190734865,10.946999549865724,10.862000465393066,10.730999946594238,Misc LMC X-3
357,1,4.3092,,43841.07,,2,0.0,,0.0,,204.0,,,,,,,,,,1.0,1986ApJnan309..714M,DAO,PUB,JD,WN6,B1Ia,053749032-69050823,,,14.5,,13.695,13.537,13.293,HD 269891
358,1,4.2288,,45022.63,,10,0.0,,0.0,,68.0,,,,221.0,,,,,,1.0,1987AJnan..94..340H,DAO,PUB,JD,O7:,:,053938839-69443566,7.1562,,5.199999809265137,,5.318999767303467,5.0960001945495605,5.0349998474121085,GAIADR2 4657637156283982336
359,1,2.9333,,23443.05,,10,0.0,,0.0,,78.0,,,,-4.0,,,,,,3.0,1971AJnan..76..544L,DAO,PUB,JD,A2V,,055457828+59531812,7.71,,4.552000045776367,,4.789000034332275,4.734000205993652,4.486999988555908,HD 39220
360,1,5.968999999999999,,20147.25,,10,0.0,,0.0,,48.9,,71.0,,-17.2,,,,,,3.0,1936ApJnan.84nan85L,DAO,PUB,JD,B9.5V,,055319646+27364414,1.5872,,5.894000053405763,,6.151999950408936,6.307000160217285,6.306000232696532,HD 39357
361,1,7.9969,,16805.89,,0,0.01,,151.0,,70.0,,176.0,,21.0,,,,,,2.0,1969PDAOnan13..323H,DAO,PUB,JD,B2V,,055456687+19445861,8.1301,8.02235905125,6.185999870300293,,6.13700008392334,6.11899995803833,6.117000102996826,HD 39698
362,1,8.569,,42403.7085,,1,0.04,,295.1,,62.2,,102.8,,-0.3,,,,,,5.0,1987A&Anan175nan60A,DAO,PUB,JD,A0V,,053013888-84470637,0.4008,0.675831849026,9.979999542236328,,9.550000190734863,9.461999893188477,9.454000473022461,HD 39780
363,1,5.2033,,25189.412999999997,,10,0.0,,0.0,,48.0,,,,2.0,,,,,,1.0,1947ApJnan106nan92S,DAO,PUB,JD,B4V,,055550931+13414196,1.4309,,7.230000019073486,,7.4120001792907715,7.517000198364258,7.550000190734862,HD 249313
364,1,3.306,,35000.0,,9,0.0,,0.0,,77.0,,,,35.0,,,,,,2.0,1963ApJnan137..791B,DAO,PUB,JD,B3V,,055650594+16211827,2.645,,5.9070000648498535,,3.9579999446868896,3.3949999809265137,3.1419999599456787,HD 40005
365,1,219.13,0.12,43476.43,0.19,10,0.0,,0.0,,32.24,0.18,33.23,0.32,-4.09,0.1,,,,,4.0,1979PASPnan91..824B,DAO,PUB,MJD,G5III,,055921780+49552834,40.21,,1.8999999761581419,1.8200000524520876,1.8500000238418581,1.7599999904632568,1.8600000143051147,HD 40084
366,1,3.96,,31075.759,,10,0.0,,0.0,,107.5,,111.5,,-17.1,,,,,,5.0,1948ApJnan108..504S,DAO,PUB,JD,A2IV,A2IV,055931723+44565076,9.328,,5.886000156402588,,5.4710001945495605,5.410999774932861,5.316999912261963,HD 40183
367,1,2.7405,,32141.142999999996,,0,0.02,,183.0,,55.6,,,,45.3,,,,,,3.0,1952PDDOnan.1..537N,DAO,PUB,JD,A5,,055824443+01501359,11.2709,,5.02899980545044,,4.776999950408936,4.723999977111816,4.624000072479248,HD 40372
368,1,9.3575,,43110.051,,0,0.16,,33.9,,58.1,,,,21.6,,,,,,3.0,1985ApJSnan59..229A,DAO,PUB,JD,A5,,055904313-09332970,0.4381,0.646685294062,10.56999969482422,,9.579000473022461,9.489999771118164,9.376999855041504,HD 40536
369,1,4.006,,18665.73,,10,0.0,,0.0,,49.0,,,,26.9,,,,,,1.0,1971AJnan..76..544L,DAO,PUB,JD,B3,,060041019+24282586,1.9058,2.36632268465,9.149999618530273,,8.255000114440918,7.9060001373291025,7.800000190734862,BD +24 1056
370,1,12.9663,,28494.55,,10,0.0,,0.0,,8.2,,120.4,,4.6,,,,,,1.0,1964PASPnan76..210S,DAO,PUB,JD,A2e,gF5,060028347+10130495,1.0044,0.860160257552,9.789999961853027,,9.043999671936037,9.04800033569336,8.972000122070312,HD 40632
371,1,2.8655,,18304.817,,10,0.0,,0.0,,68.3,,,,0.3,,,,,,2.0,1971AJnan..76..544L,DAO,PUB,JD,B6V,F0IV,060128062+23082752,21.05,,4.13,3.94,3.73,3.6,3.64,HD 250371
372,1,4.4476,,43741.1999,,10,0.0,,0.0,,29.5,,,,,,,,,,4.0,N????,DAO,PUB,JD,Am,,060222999+09385020,21.05,,4.13,3.94,3.73,3.6,3.64,HD 40932
373,1,4.7838,,43744.068,,10,0.0,,0.0,,82.0,,83.3,,43.6,,,,,,3.0,1980PASPnan92..785F,DAO,PUB,JD,F,,060222999+09385020,21.05,,4.13,3.94,3.73,3.6,3.64,HD 40932
374,1,6883.7943,,43741.1999,,10,0.76,,33.7,,14.4,,15.9,,42.3,,,,,,3.0,N????,DAO,PUB,JD,Am,,060222999+09385020,3.7271,,5.130000114440918,,5.311999797821045,5.429999828338623,5.359000205993652,HD 40932
375,1,14.5722,,43164.21,,0,0.39,,65.1,,35.0,,39.0,,,,,,,,3.0,1986AJnan..92.1162F,DAO,PUB,JD,B7III,B5V,060327366+19412602,3.7271,,5.130000114440918,,5.311999797821045,5.429999828338623,5.359000205993652,HD 41040
376,1,4758.0,,44529.5,,0,0.73,,125.3,,11.8,,,,12.1,,,,,,2.0,1986AJnan..92.1162F,DAO,PUB,JD,,B5V,060327366+19412602,21.03,,4.150000095367432,3.470000028610229,2.7100000381469727,2.311000108718872,2.1300001144409184,HD 41040
377,1,9.5966,,40443.129,,10,0.0,,0.0,,51.7,,,,31.7,,,,,,4.0,1976Obsnan.96..188G,DAO,PUB,MJD,G8III-IV,,060407215+23154803,2.1242,,5.210000038146973,5.130000114440918,5.03000020980835,5.010000228881836,4.769999980926514,HD 41116
378,1,80.86,,41990.5,,12,0.0,,0.0,,9.4,,,,24.1,,,,,,2.0,1983PASPnan95..311P,DAO,PUB,JD,B2Ven,,060413501-06423219,9.2341,,5.34499979019165,,5.085000038146973,4.939000129699707,4.75600004196167,HD 41335
379,1,28.28,,20468.197,,0,0.56,,178.4,,51.4,,62.5,,16.9,,,,,,2.0,1917PDOnan..4nan95Y,DAO,PUB,JD,A4m,,060635098+38285752,4.4987,,4.929999828338623,,2.9040000438690186,1.940000057220459,1.6200000047683716,HD 41357
380,1,260.0,0.3,39135.8,12.1,0,0.132,0.043,185.5,2.3,21.0,0.8,,,15.1,0.5,,,,,3.0,1967ApJnan147..609C,DAO,PUB,JD,B9V,M1III,060459129-16290396,6.32,,4.3969998359680185,,5.004000186920166,4.822000026702881,4.8470001220703125,HD 41511
381,1,131.211,,36475.852,,0,0.64,,6.6,,33.3,,,,24.1,,,,,,4.0,1960PDAOnan11..247E,DAO,PUB,JD,B3V,,060734325+14460650,9.3739,10.2757173743,6.26800012588501,,6.03000020980835,6.019999980926514,6.000999927520753,HD 41753
382,1,106.0,,40918.8,,0,0.63,,114.8,,40.5,,43.1,,13.5,,,,,,2.0,1976A&Anan.50..213v,DAO,PUB,JD,A2m,,061145914+52384987,3.8491,,15.8100004196167,,12.701000213623047,12.267999649047852,12.00100040435791,HD 42083
383,1,0.1828,,46439.745,,2,0.0,,0.0,,70.0,,,,,,,,,,2.0,1986AJnan..92..658S,DAO,PUB,JD,sdBe,,06132243+4744254,5.37,,4.480000019073486,4.53000020980835,4.809999942779541,4.921000003814697,4.8959999084472665,GAIADR2 968824328534823936
384,1,45.1,,41962.3,,0,0.26,,205.0,,22.4,,,,19.3,,,,,,2.0,1978ApJSnan36..241A,DAO,PUB,JD,B3IV,,061156396+14123155,2.51,,4.809999942779541,,5.296999931335449,5.3969998359680185,5.429999828338623,HD 42560
385,1,1.6725,,38500.79,,9,0.05,,90.0,,167.0,,,,30.6,,,,,,4.0,1966MNRAS.131..435T,DAO,PUB,JD,B0.5III,B,061017909-54580712,6.17,,8.53,7.2,5.3839999999999995,5.252999999999999,5.256,HD 42933
386,1,23.807,,40003.89,,0,0.74,,260.0,,92.9,,117.0,,28.8,,,,,,1.0,1985ApJSnan59..229A,DAO,PUB,JD,A6m,,061428583+17542287,4.7312,,3.28,1.79,-0.33,-1.22,-1.43,HD 42954
387,1,2983.0,,26570.0,,0,0.53,,168.0,,8.8,,,,17.6,,,,,,3.0,1944ApJnan100nan63M,DAO,PUB,JD,M3III,,061452657+22302448,2.2904,,,,16.250999450683597,15.57800006866455,15.767000198364258,HD 42995
388,1,0.1628,,45000.7144,,12,0.0,,0.0,,90.0,,,,-10.0,,,,,,2.0,1983ApJnan267..222S,DAO,PUB,JD,,,06154392+2835086,2.8034,2.89422054801,7.4099998474121085,,6.3470001220703125,6.120999813079834,6.03000020980835,GAIADR2 3436435910858051200
389,1,23.1756,,29926.119,,0,0.02,,133.6,,67.2,,31.3,,0.5,,,,,,3.0,1948JRASC..42..140P,DAO,PUB,JD,F0,B8,061622198+28510712,0.5286,0.834018421175,7.760000228881836,,5.456999778747559,4.9660000801086435,4.802999973297119,HD 43246
390,1,563.0,,44687.0,,0,0.3,,171.4,,11.7,,,,-2.9,,,,,,4.0,1983A&Anan124..256B,DAO,PUB,JD,G5II,,061609321+19031855,10.1221,,6.2249999046325675,,4.706999778747559,4.406000137329102,4.100999832153319,HD 43282
391,1,1325.0,,44856.5,,0,0.44,,38.6,,10.9,,,,-24.9,,,,,,4.0,1986Obsnan106nan16G,DAO,PUB,MJD,G5III,,061840354+09024986,16.7116,,5.333000183105469,,4.455999851226807,4.388999938964844,4.264999866485597,HD 43821
392,1,6.5013,,23634.166,,0,0.02,,330.6,,31.7,,,,-1.5,,,,,,3.0,1925PDAOnan.3..189H,DAO,PUB,JD,F5III,,062146130+53270785,1.7592,1.4665894870700003,7.639999866485597,,5.639999866485597,5.11299991607666,4.954999923706055,HD 43905
393,1,111.69,,41793.2,,0,0.12,,0.0,,7.8,,,,18.6,,,,,,3.0,1976Obsnan.96..241R,DAO,PUB,JD,K1V,,061928871+13265405,2.8027,,7.329999923706055,,7.551000118255615,7.577000141143799,7.61899995803833,HD 43930
394,1,8.1944,,44614.27,,2,0.0,,0.0,,24.6,,48.2,,-6.3,,,,,,2.0,1986ApJSnan61..419G,DAO,PUB,JD,B6V,,062100778+14421736,9.0,,3.0,,3.46399998664856,3.503000020980835,3.670000076293945,HD 44172
395,1,675.0,,16508.0,,0,0.57,,207.0,,13.5,,,,32.2,,,,,,2.0,N1941,DAO,PUB,JD,B3V,,062018792-30034812,0.6381,,11.199999809265137,,,,,HD 44402
396,1,0.323,,46082.7481,,10,0.0,,0.0,,70.0,,457.0,,-5.0,,,,,,2.0,1986ApJnan308..110M,DAO,PUB,JD,em,K5V,06224450-0020450,12.2943,,5.539999961853027,,5.4710001945495605,5.065999984741211,4.993000030517578,GAIADR2 3118721026600835328
397,1,9.9451,,38046.84,,1,0.08,,167.0,,65.7,,87.2,,-11.9,,,,,,4.0,1971ApJnan169..549P,DAO,PUB,JD,A3m,,062625837+56170635,2.5419,,6.547999858856201,,6.9070000648498535,7.047999858856201,7.039999961853027,HD 44691
398,1,1.1903,,24942.706000000002,,0,0.04,,9.2,,172.8,,263.5,,8.3,,,,,,3.0,1928PDAOnan.6nan70P,DAO,PUB,JD,B5V,,062301470-03163711,16.1654,,3.849999904632568,3.1800000667572017,2.4100000858306885,1.8839999437332156,1.870000004768372,HD 44701
399,1,868.78,0.86,19915.02,2.14,0,0.695,0.019,117.08,2.6,10.61,0.34,,,-2.56,0.39,,,,,3.0,1928AnCap..10nan.8S,DAO,PUB,JD,G7II,,062206828-33261104,3.4049,2.0565375123700003,6.34499979019165,,4.230000019073486,3.6970000267028813,3.6809999942779537,HD 44762
400,1,577.5,,43626.0,,0,0.24,,85.8,,22.1,,22.7,,17.2,,,,,,4.0,1986JRASC..80nan91G,DAO,PUB,JD,K1III,,062443748+25025537,11.7771,,,9.0,7.872000000000001,7.506,7.376,HD 44780
401,1,0.5931,,32056.64,,10,0.0,,0.0,,121.6,,,,-15.0,,,,,,2.0,1953ApJnan118..262H,DAO,PUB,JD,G0V,,064119075+82160242,67.7317,68.45957547270001,,6.2,5.209,4.545,4.271,HD 44982
402,1,6.9919,,40203.163,,0,0.15,,77.6,,56.6,,66.9,,-8.4,,,,,,4.0,1975Obsnan.95nan23G,DAO,PUB,MJD,dK3,,062610249+18452486,3.7255,,6.309000015258789,,4.86899995803833,4.171000003814696,4.129000186920166,HD 45088
403,1,428.1,,42230.5,,0,0.26,,215.0,,8.0,,,,15.9,,,,,,3.0,1978Obsnan.98..232G,DAO,PUB,MJD,G9III,,062547135-03532052,2.6882,,13.270000457763672,13.039999961853027,13.36299991607666,13.154999732971193,13.034000396728516,HD 45168
404,1,0.139,,46073.835999999996,,10,0.0,,0.0,,68.5,,,,-74.0,,,,,,1.0,1985PASPnan97..990L,DAO,PUB,JD,wd,,06293396+7104363,0.8944,1.3308648749,6.8499999046325675,6.309999942779541,5.1469998359680185,4.741000175476074,4.420000076293945,GAIADR2 1112772429499375488
405,1,232.5,,33390.8,,0,0.02,,8.0,,51.5,,,,6.5,,,,,,2.0,1964ApJnan139..817C,DAO,PUB,JD,B2IIIpe,gK0,063032938+05520120,10.9979,11.025688835,5.828999996185303,,5.498000144958496,5.499000072479248,5.480999946594238,HD 45910
406,1,2.525,,32945.539,,1,0.0,,0.0,,115.6,,127.7,,-8.7,,,,,,5.0,1976AnTok..16nan22K,DAO,PUB,JD,A4Vm,A5Vm,063227185+32271763,7.8396,,6.239999771118164,5.489999771118164,4.599999904632568,4.130000114440918,4.0300002098083505,HD 46052
407,1,457.7,,44380.2,,10,0.0,,0.0,,9.1,,,,-3.3,,,,,,3.0,1983ApJnan268..264M,DAO,PUB,JD,G9IIIBa3,,063246874-11095897,1.9785,1.8215784452700001,9.31999969482422,,9.017999649047852,8.914999961853027,8.845000267028809,HD 46407
408,1,1.9061,,39458.912000000004,,10,0.0,,0.0,,74.4,,,,4.3,,,,,,2.0,1969JRASC..63..208H,DAO,PUB,JD,B9V,F9IV,063445890+08493218,2.2769999999999997,,6.144000053405763,,6.426000118255615,6.519999980926514,6.552000045776367,HD 259986
409,1,2.9723,,31998.871,,0,0.1,,39.0,,119.0,,,,34.0,,,,,,2.0,1950ApJnan111..191S,DAO,PUB,JD,B3V,,063110638-61524636,29.84,,1.919999957084656,1.8600000143051147,1.8899999856948853,1.8500000238418581,1.870000004768372,HD 46792
410,1,4613.56,,34766.44,,0,0.9,,312.5,,9.5,,,,-12.1,,,,,,3.0,1978BAASnan10..631K,DAO,PUB,JD,A0IV,,063742701+16235731,0.6583,,6.059999942779541,,5.827000141143799,5.806000232696532,5.714000225067139,HD 47105
411,1,14.3961,,33893.712999999996,,10,0.0,,0.0,,203.7,,,,23.1,,,,,,4.0,1987Obsnan107nan68S,DAO,PUB,JD,O8e,,063724042+06080738,28.0161,28.2955283179,6.380000114440918,,5.3540000915527335,5.142000198364258,5.09499979019165,HD 47129
412,1,5.6983,,42494.28,,10,0.0,,0.0,,43.9,,52.3,,30.2,,,,,,3.0,1983A&ASnan52..293N,DAO,PUB,JD,F8IV,F5V,063931483+24360058,3.3206,3.06418879003,8.260000228881836,,8.055999755859375,8.109999656677246,8.083000183105469,HD 47415
413,1,0.7713468000000001,,26351.225,0.006999999999999999,0,0.12,0.06,10.0,20.0,115.0,5.0,,,3.0,4.0,,,,,2.0,1967MmSAI..38..509M,DAO,PUB,JD,A0V,F2,064728807+69374477,0.6819,,15.399999618530273,,14.39900016784668,13.95699977874756,13.720999717712402,HD 48049
414,1,0.3338,,45323.6875,,1,0.0,,0.0,,248.0,,,,0.0,,,,,,2.0,1984Ap&SS..99nan95S,DAO,PUB,JD,wd,,06434724-0201139,0.9651,,7.21999979019165,,7.146999835968018,7.182000160217285,7.11899995803833,GAIADR2 3106991818813980416
415,1,53.7805,,41424.03,,0,0.06,,15.0,,83.0,,155.0,,32.0,,,,,,2.0,1982Ap&SS..88..115S,DAO,PUB,JD,B4,,064549977+02295740,,,,,,,,HD 48914
416,1,18276.7,,,,0,0.59,,145.7,,2.4,,,,-7.6,,,,,,5.0,1918LicOBnan9..184A,DAO,PUB,JD,A1V,A5wd,064508917-16425802,3.2966,3.18602363086,12.40999984741211,,11.63700008392334,11.449000358581545,11.232999801635742,HD 48915
417,1,0.2145,0.0006,45329.66725,0.006999999999999999,1,0.0,,0.0,,72.0,11.0,,,7.0,8.0,,,31.0,,1.0,1983A&Anan125Lnan1W,DAO,PUB,JD,em,,06451722-1651346,3.7579,,10.699999809265137,,15.218000411987305,14.875,14.531999588012695,GAIADR2 2947045278211416960
418,1,0.06837,,45286.9126,,12,0.0,,0.0,,30.0,,,,0.0,,,,,,2.0,1984ApJnan282..236S,DAO,PUB,JD,em,,06473468+2806223,8.0947,,4.46999979019165,3.6800000667572017,2.630000114440918,2.006999969482422,1.9800000190734863,GAIADR2 3386289728137230976
419,1,1760.9,,41942.5,,0,0.4,,172.0,,4.0,,,,11.9,,,,,,3.0,1984Obsnan104..267G,DAO,PUB,MJD,K0IIIBa0.1,,064751649+02244377,1.2876,,9.239999771118164,,9.104999542236328,8.593000411987305,8.402000427246094,HD 49293
420,1,12.209000000000001,,40555.782,,1,0.3,,21.7,,25.5,,,,33.5,,,,,,1.0,1946ApJnan104..376G,DAO,PUB,JD,A0V,K2,065011541+33142071,7.3659,7.52963038397,10.050000190734863,,8.800999641418457,8.439000129699707,8.375,HD 49521
421,1,9.8154,,46105.6419,,1,0.0,,0.0,,59.5,,60.9,,27.0,,,,,,4.0,1986AJnan..91..383P,DAO,PUB,JD,G8V,,065118474+47402416,1.9691,,8.286999702453612,8.390999794006348,8.862000465393066,9.005000114440918,9.071999549865724,BD +47 1350
422,1,1.5478,,39903.19,,0,0.03,,47.0,,119.2,,,,13.5,,,,,,3.0,1970MNRAS.150..215T,DAO,PUB,JD,O6,,064804699-44185843,17.92,,2.9300000667572017,,1.0729999542236328,0.4589999914169312,0.335999995470047,HD 49798
423,1,1066.0,,20992.8,,0,0.09,,64.0,,4.1,,,,36.4,,,,,,4.0,1928MNRAS..88..644S,DAO,PUB,JD,K0III,,064956168-50365241,5.99,,4.4079999923706055,,2.811000108718872,2.381999969482422,2.2690000534057617,HD 50310
424,1,195.26,,20415.81,,10,0.0,,0.0,,24.9,,,,25.5,,,,,,3.0,1918LicOB..10nan17W,DAO,PUB,JD,G5,,064951314-53372082,0.7082,0.810953700017,10.510000228881836,,10.25100040435791,10.237000465393066,10.217000007629396,HD 50337
425,1,3.5847,,16900.967,,0,0.28,,42.0,,44.0,,,,39.0,,,,,,1.0,1971AJnan..76..544L,DAO,PUB,JD,A0,,065412315-07354504,0.3521,,6.210000038146973,5.519999980926514,4.2899999618530265,3.559999942779541,3.380000114440918,BD -07 1623
426,1,21184.0,,22528.897,,0,0.35,,297.0,,20.0,,20.0,,13.5,,,,,,1.0,1982PASPnan94..169H,DAO,PUB,JD,B3IVe,K2II,065442044-01452335,1.0832,1.4755084924500002,8.430000305175781,,7.7810001373291025,7.559000015258789,7.4190001487731925,HD 50820
427,1,11.113,,42801.3752,,1,0.0,,0.0,,38.0,,,,-7.0,,,,,,1.0,1982PASPnan94..113S,DAO,PUB,JD,B5,,065454708-01223284,1.0158,0.946989605817,7.510000228881836,,6.063000202178955,5.75600004196167,5.611999988555908,HD 50846
428,1,107.4,,44544.0,,10,0.0,,0.0,,5.2,,,,-0.3,,,,,,3.0,1983A&Anan124..256B,DAO,PUB,JD,F8Ib:,:,065931749+00550036,0.5162,,7.679999828338622,,7.829999923706055,7.920000076293945,7.935999870300293,HD 51956
429,1,3.2934,,44988.151,,2,0.0,,0.0,,33.0,,,,45.6,,,,,,2.0,1986ApJSnan61..419G,DAO,PUB,JD,O9V,,070127049-03070329,0.7744,1.0314955255,8.14,,7.825,7.773,7.73,HD 52533
430,1,1.273,,41743.5867,,1,0.0,,0.0,,215.0,,217.0,,33.0,,,,,,2.0,1983A&Anan120..278M,DAO,PUB,JD,B2.5IV-V,B2.5IV-V,070242615-11271156,0.7744,1.0314955255,8.14,,7.825,7.773,7.73,HD 52942
431,1,536.6,,43156.4,,0,0.56,,0.1,,,,,,,,,,,,2.0,1983A&Anan120..278M,DAO,PUB,JD,B2.5IV-V,B2.5IV-V,070242615-11271156,3.5791,3.91160582834,9.399999618530273,,7.782999992370605,7.276999950408935,7.084000110626222,HD 52942
432,1,6.05056,,43448.5,0.5,0,0.03,0.016,101.0,27.0,76.4,1.7,85.7,1.7,19.2,0.9,,,,,3.0,1978A&ASnan33..323I,DAO,PUB,JD,K0IV,(F6),070318290-05441553,0.523,0.769628044059,9.720000267028807,,9.95300006866455,9.984999656677246,9.991000175476074,BD -05 1935
433,1,1.8847,,33330.108,,1,0.0,,0.0,,185.0,,195.0,,15.0,,,,,,2.0,1945ApJnan102nan74S,DAO,PUB,JD,B3,B5,070636302-04372451,164.6395,,11.519000053405762,11.121999740600586,6.730999946594237,6.151999950408936,5.8460001945495605,HD 53883
